Timestamp,City,AQI,Dominant Pollutant,Particulate Matter (pm 2.5),Particulate Matter (pm 10),Carbon monoxide (co),Ozone (o3),Humidity (h),Atmospheric Pressure (p),Rainfall or Precipitation (r),Temperature (t),Wind Speed (w)
3/19/2025 15:00,Bangkok,116,pm25,116.0,57.0,0.1,20.5,9.0,1014.4,1.1,32.8,2.0
3/19/2025 14:50,Rayong,91,pm25,91.0,38.0,0.1,16.6,9.0,1009.2,6.6,31.2,2.0
3/19/2025 14:50,Yala,54,pm25,54.0,,,,55.1,1009.5,99.9,32.8,6.1
3/19/2025 14:50,Nakhon Pathom,102,pm25,102.0,25.0,,6.0,8.8,1014.0,,31.2,1.0
3/19/2025 14:50,Nakhon Sawan,97,pm25,97.0,70.0,0.1,14.2,9.4,1011.7,99.1,31.7,1.5
3/19/2025 14:50,Chiang Rai,38,pm25,38.0,20.0,0.1,12.7,84.3,985.8,,17.7,3.0
3/19/2025 14:50,Udon Thani,88,pm25,88.0,45.0,,,13.4,996.9,,26.0,3.0
3/19/2025 14:50,Khon Kaen,135,pm25,135.0,,,,13.5,998.2,0.4,24.7,1.5
3/19/2025 14:50,Surat Thani,52,pm25,52.0,48.0,0.1,4.4,58.0,1015.3,,31.7,2.0
3/19/2025 14:50,Chiang Mai,141,pm25,141.0,82.0,,14.6,8.9,977.8,,32.3,2.0
3/19/2025 14:50,Satun,51,pm25,51.0,21.0,0.1,6.4,47.4,1011.8,0.8,34.4,4.1
3/19/2025 14:50,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 14:50,Bangkok,116,pm25,116.0,57.0,0.1,20.5,9.0,1014.4,1.1,32.8,2.0
3/19/2025 14:47,Yala,54,pm25,54.0,,,,55.1,1009.5,99.9,32.8,6.1
3/19/2025 14:47,Rayong,91,pm25,91.0,38.0,0.1,16.6,9.0,1009.2,6.6,31.2,2.0
3/19/2025 14:47,Chiang Rai,38,pm25,38.0,20.0,0.1,12.7,84.3,985.8,,17.7,3.0
3/19/2025 14:47,Nakhon Pathom,102,pm25,102.0,25.0,,6.0,8.8,1014.0,,31.2,1.0
3/19/2025 14:47,Nakhon Sawan,97,pm25,97.0,70.0,0.1,14.2,9.4,1011.7,99.1,31.7,1.5
3/19/2025 14:47,Chiang Mai,141,pm25,141.0,82.0,,14.6,8.9,977.8,,32.3,2.0
3/19/2025 14:47,Udon Thani,88,pm25,88.0,45.0,,,13.4,996.9,,26.0,3.0
3/19/2025 14:47,Khon Kaen,135,pm25,135.0,,,,13.5,998.2,0.4,24.7,1.5
3/19/2025 14:47,Surat Thani,52,pm25,52.0,48.0,0.1,4.4,58.0,1015.3,,31.7,2.0
3/19/2025 14:47,Satun,51,pm25,51.0,21.0,0.1,6.4,47.4,1011.8,0.8,34.4,4.1
3/19/2025 14:47,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 14:47,Bangkok,116,pm25,116.0,57.0,0.1,20.5,9.0,1014.4,1.1,32.8,2.0
3/19/2025 15:00,Satun,51,pm25,51.0,21.0,0.1,6.4,47.4,1011.8,0.8,34.4,4.1
3/19/2025 15:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 15:00,Surat Thani,52,pm25,52.0,48.0,0.1,4.4,58.0,1015.3,,31.7,2.0
3/19/2025 15:00,Chiang Mai,141,pm25,141.0,82.0,,14.6,8.9,977.8,,32.3,2.0
3/19/2025 15:00,Udon Thani,88,pm25,88.0,45.0,,,13.4,996.9,,26.0,3.0
3/19/2025 15:00,Khon Kaen,135,pm25,135.0,,,,13.5,998.2,0.4,24.7,1.5
3/19/2025 15:00,Nakhon Sawan,97,pm25,97.0,70.0,0.1,14.2,9.4,1011.7,99.1,31.7,1.5
3/19/2025 15:00,Chiang Rai,38,pm25,38.0,20.0,0.1,12.7,84.3,985.8,,17.7,3.0
3/19/2025 15:00,Nakhon Pathom,102,pm25,102.0,25.0,,6.0,8.8,1014.0,,31.2,1.0
3/19/2025 15:00,Rayong,91,pm25,91.0,38.0,0.1,16.6,9.0,1009.2,6.6,31.2,2.0
3/19/2025 15:00,Yala,54,pm25,54.0,,,,55.1,1009.5,99.9,32.8,6.1
3/19/2025 16:00,Bangkok,98,pm25,98.0,56.0,0.1,20.5,8.7,1013.4,1.1,33.4,2.0
3/19/2025 16:00,Satun,49,pm25,49.0,21.0,0.1,6.4,7.7,1007.9,0.8,33.7,2.0
3/19/2025 16:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 16:00,Surat Thani,50,pm25,50.0,48.0,0.1,4.4,74.3,1014.7,,30.0,2.0
3/19/2025 16:00,Chiang Mai,153,pm25,153.0,82.0,,14.6,8.9,976.7,,32.2,2.0
3/19/2025 16:00,Udon Thani,79,pm25,79.0,30.0,,,13.0,996.1,,26.5,3.0
3/19/2025 16:00,Khon Kaen,135,pm25,135.0,,,,13.5,998.2,0.4,24.7,1.5
3/19/2025 16:00,Nakhon Sawan,82,pm25,82.0,70.0,0.1,14.2,8.7,1010.5,99.1,33.2,1.0
3/19/2025 16:00,Chiang Rai,48,pm25,48.0,20.0,0.1,12.7,83.2,985.0,,17.7,2.5
3/19/2025 16:00,Nakhon Pathom,92,pm25,92.0,25.0,,6.0,8.6,1013.0,,31.8,2.5
3/19/2025 16:00,Rayong,89,pm25,89.0,36.0,0.1,16.6,9.0,1008.7,6.6,31.6,3.0
3/19/2025 16:00,Yala,53,pm25,53.0,,,,8.3,1007.0,99.9,32.5,3.0
3/19/2025 17:00,Bangkok,117,pm25,117.0,53.0,0.1,20.5,45.1,1013.4,1.1,33.4,1.0
3/19/2025 17:00,Satun,49,pm25,49.0,21.0,0.1,6.4,7.7,1007.9,0.8,33.7,2.0
3/19/2025 17:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 17:00,Surat Thani,50,pm25,50.0,48.0,0.1,4.4,74.3,1014.7,,30.0,2.0
3/19/2025 17:00,Chiang Mai,150,pm25,150.0,82.0,,14.6,53.5,978.1,,31.6,1.5
3/19/2025 17:00,Udon Thani,66,pm25,66.0,27.0,,,37.3,996.9,,27.0,3.6
3/19/2025 17:00,Khon Kaen,135,pm25,135.0,,,,13.5,998.2,0.4,24.7,1.5
3/19/2025 17:00,Nakhon Sawan,87,pm25,87.0,70.0,0.1,14.2,41.5,1009.7,99.1,34.0,2.0
3/19/2025 17:00,Chiang Rai,47,pm25,47.0,20.0,0.1,12.7,81.0,984.7,,17.7,2.0
3/19/2025 17:00,Nakhon Pathom,86,pm25,86.0,25.0,,6.0,51.6,1012.1,,32.0,1.0
3/19/2025 17:00,Rayong,98,pm25,98.0,41.0,0.1,16.6,50.1,1007.5,6.6,32.0,2.0
3/19/2025 17:00,Yala,56,pm25,56.0,,,,55.1,1008.4,99.9,32.7,3.0
3/19/2025 18:00,Bangkok,111,pm25,111.0,54.0,0.1,20.1,9.0,1012.9,1.1,32.6,2.0
3/19/2025 18:00,Satun,55,pm25,55.0,21.0,0.1,6.4,7.9,1007.9,0.8,32.0,1.0
3/19/2025 18:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 18:00,Surat Thani,28,pm25,28.0,48.0,0.1,4.4,74.3,1014.7,,27.5,2.0
3/19/2025 18:00,Chiang Mai,132,pm25,132.0,82.0,,14.6,9.8,976.4,,30.0,3.6
3/19/2025 18:00,Udon Thani,76,pm25,76.0,33.0,,,13.8,995.6,,25.2,3.6
3/19/2025 18:00,Khon Kaen,107,pm25,107.0,,,,12.0,994.0,0.4,27.0,0.5
3/19/2025 18:00,Nakhon Sawan,90,pm25,90.0,70.0,0.1,14.2,9.0,1009.9,99.1,32.4,2.5
3/19/2025 18:00,Chiang Rai,55,pm25,55.0,22.0,0.1,12.7,81.8,984.7,,17.7,1.4
3/19/2025 18:00,Nakhon Pathom,87,pm25,87.0,25.0,,6.0,9.0,1012.5,,31.0,1.5
3/19/2025 18:00,Rayong,96,pm25,96.0,40.0,0.1,16.6,9.5,1008.5,6.6,30.3,2.0
3/19/2025 18:00,Yala,58,pm25,58.0,,,,8.4,1006.7,99.9,31.2,4.1
3/19/2025 19:00,Bangkok,122,pm25,122.0,57.0,0.1,20.1,9.7,1013.2,1.1,31.9,0.5
3/19/2025 19:00,Satun,102,pm25,102.0,21.0,0.1,6.4,8.4,1008.3,0.8,30.8,2.0
3/19/2025 19:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 19:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/19/2025 19:00,Chiang Mai,108,pm25,108.0,82.0,,14.6,10.4,976.7,,28.8,2.0
3/19/2025 19:00,Udon Thani,82,pm25,82.0,42.0,,,14.3,995.9,,24.3,3.6
3/19/2025 19:00,Khon Kaen,115,pm25,115.0,,,,12.8,994.2,0.4,25.7,1.0
3/19/2025 19:00,Nakhon Sawan,79,pm25,79.0,70.0,0.1,14.2,9.7,1010.0,99.1,30.2,1.0
3/19/2025 19:00,Chiang Rai,52,pm25,52.0,20.0,0.1,12.7,81.8,985.2,,17.4,1.2
3/19/2025 19:00,Nakhon Pathom,90,pm25,90.0,25.0,,6.0,9.7,1012.8,,29.4,2.0
3/19/2025 19:00,Rayong,87,pm25,87.0,35.0,0.1,16.6,9.9,1008.9,6.6,29.1,1.0
3/19/2025 19:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/19/2025 20:00,Bangkok,110,pm25,110.0,58.0,0.1,19.4,53.6,1013.5,1.1,30.9,0.5
3/19/2025 20:00,Satun,102,pm25,102.0,21.0,0.1,6.4,8.4,1008.3,0.8,30.8,2.0
3/19/2025 20:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 20:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/19/2025 20:00,Chiang Mai,94,pm25,94.0,82.0,,14.6,62.2,979.5,,27.9,1.0
3/19/2025 20:00,Udon Thani,91,pm25,91.0,40.0,,,43.7,997.6,,24.0,3.0
3/19/2025 20:00,Khon Kaen,134,pm25,134.0,,,,53.4,994.8,0.4,24.5,1.5
3/19/2025 20:00,Nakhon Sawan,120,pm25,120.0,70.0,0.1,14.2,54.3,1010.3,99.1,29.8,1.0
3/19/2025 20:00,Chiang Rai,54,pm25,54.0,20.0,0.1,12.7,81.8,985.7,,17.2,1.0
3/19/2025 20:00,Nakhon Pathom,93,pm25,93.0,25.0,,6.0,59.0,1013.0,,28.8,1.5
3/19/2025 20:00,Rayong,90,pm25,90.0,37.0,0.1,16.6,59.8,1008.1,6.6,29.1,1.0
3/19/2025 20:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/19/2025 21:00,Bangkok,126,pm25,126.0,58.0,0.1,18.6,9.8,1014.6,1.1,30.5,3.0
3/19/2025 21:00,Satun,102,pm25,102.0,21.0,0.1,6.4,8.4,1008.3,0.8,30.8,2.0
3/19/2025 21:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 21:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/19/2025 21:00,Chiang Mai,89,pm25,89.0,82.0,,14.6,11.5,978.9,,26.4,0.5
3/19/2025 21:00,Udon Thani,121,pm25,121.0,50.0,,,15.3,997.5,,22.8,3.0
3/19/2025 21:00,Khon Kaen,144,pm25,144.0,,,,13.6,995.7,0.4,24.2,1.0
3/19/2025 21:00,Nakhon Sawan,114,pm25,114.0,70.0,0.1,14.2,10.6,1011.5,99.1,28.6,1.0
3/19/2025 21:00,Chiang Rai,55,pm25,55.0,21.0,0.1,12.7,83.6,986.4,,17.2,0.1
3/19/2025 21:00,Nakhon Pathom,98,pm25,98.0,25.0,,6.0,9.7,1014.1,,26.4,1.0
3/19/2025 21:00,Rayong,100,pm25,100.0,42.0,0.1,16.6,10.9,1010.2,6.6,26.3,0.5
3/19/2025 21:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/19/2025 22:00,Bangkok,115,pm25,115.0,60.0,0.1,18.2,10.1,1015.7,1.1,30.1,2.0
3/19/2025 22:00,Satun,102,pm25,102.0,21.0,0.1,6.4,8.4,1008.3,0.8,30.8,2.0
3/19/2025 22:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 22:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/19/2025 22:00,Chiang Mai,85,pm25,85.0,82.0,,14.6,11.5,978.9,,26.4,0.5
3/19/2025 22:00,Udon Thani,122,pm25,122.0,47.0,,,15.3,997.5,,22.8,3.0
3/19/2025 22:00,Khon Kaen,149,pm25,149.0,,,,13.6,995.7,0.4,24.2,1.0
3/19/2025 22:00,Nakhon Sawan,100,pm25,100.0,70.0,0.1,14.2,10.9,1012.9,99.1,28.5,0.5
3/19/2025 22:00,Chiang Rai,53,pm25,53.0,19.0,0.1,12.7,84.2,987.2,,17.2,0.4
3/19/2025 22:00,Nakhon Pathom,108,pm25,108.0,25.0,,6.0,9.7,1014.1,,26.4,1.0
3/19/2025 22:00,Rayong,99,pm25,99.0,41.0,0.1,16.6,10.9,1010.2,6.6,26.3,0.5
3/19/2025 22:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/19/2025 23:00,Bangkok,115,pm25,115.0,60.0,0.1,18.2,10.1,1015.7,1.1,30.1,2.0
3/19/2025 23:00,Satun,102,pm25,102.0,21.0,0.1,6.4,8.4,1008.3,0.8,30.8,2.0
3/19/2025 23:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/19/2025 23:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/19/2025 23:00,Chiang Mai,85,pm25,85.0,82.0,,14.6,11.5,978.9,,26.4,0.5
3/19/2025 23:00,Udon Thani,122,pm25,122.0,47.0,,,15.3,997.5,,22.8,3.0
3/19/2025 23:00,Khon Kaen,149,pm25,149.0,,,,13.6,995.7,0.4,24.2,1.0
3/19/2025 23:00,Nakhon Sawan,100,pm25,100.0,70.0,0.1,14.2,10.9,1012.9,99.1,28.5,0.5
3/19/2025 23:00,Chiang Rai,53,pm25,53.0,19.0,0.1,12.7,84.2,987.2,,17.2,0.4
3/19/2025 23:00,Nakhon Pathom,108,pm25,108.0,25.0,,6.0,9.7,1014.1,,26.4,1.0
3/19/2025 23:00,Rayong,99,pm25,99.0,41.0,0.1,16.6,10.9,1010.2,6.6,26.3,0.5
3/19/2025 23:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/20/2025 0:00,Bangkok,115,pm25,115.0,60.0,0.1,18.2,10.1,1015.7,1.1,30.1,2.0
3/20/2025 0:00,Satun,102,pm25,102.0,21.0,0.1,6.4,8.4,1008.3,0.8,30.8,2.0
3/20/2025 0:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 0:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/20/2025 0:00,Chiang Mai,85,pm25,85.0,82.0,,14.6,11.5,978.9,,26.4,0.5
3/20/2025 0:00,Udon Thani,122,pm25,122.0,47.0,,,15.3,997.5,,22.8,3.0
3/20/2025 0:00,Khon Kaen,149,pm25,149.0,,,,13.6,995.7,0.4,24.2,1.0
3/20/2025 0:00,Nakhon Sawan,100,pm25,100.0,70.0,0.1,14.2,10.9,1012.9,99.1,28.5,0.5
3/20/2025 0:00,Chiang Rai,53,pm25,53.0,19.0,0.1,12.7,84.2,987.2,,17.2,0.4
3/20/2025 0:00,Nakhon Pathom,108,pm25,108.0,25.0,,6.0,9.7,1014.1,,26.4,1.0
3/20/2025 0:00,Rayong,99,pm25,99.0,41.0,0.1,16.6,10.9,1010.2,6.6,26.3,0.5
3/20/2025 0:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/20/2025 1:00,Bangkok,98,pm25,98.0,60.0,0.1,18.2,10.8,1016.9,1.1,28.9,1.5
3/20/2025 1:00,Satun,56,pm25,56.0,21.0,0.1,6.4,9.4,1010.7,0.2,27.7,3.0
3/20/2025 1:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 1:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/20/2025 1:00,Chiang Mai,85,pm25,85.0,82.0,,14.6,11.5,978.9,,26.4,0.5
3/20/2025 1:00,Udon Thani,122,pm25,122.0,47.0,,,15.3,997.5,,22.8,3.0
3/20/2025 1:00,Khon Kaen,149,pm25,149.0,,,,13.6,995.7,0.4,24.2,1.0
3/20/2025 1:00,Nakhon Sawan,100,pm25,100.0,70.0,0.1,14.2,10.9,1012.9,99.1,28.5,0.5
3/20/2025 1:00,Chiang Rai,53,pm25,53.0,19.0,0.1,12.7,84.2,987.2,,17.2,0.4
3/20/2025 1:00,Nakhon Pathom,108,pm25,108.0,25.0,,6.0,9.7,1014.1,,26.4,1.0
3/20/2025 1:00,Rayong,99,pm25,99.0,41.0,0.1,16.6,10.9,1010.2,6.6,26.3,0.5
3/20/2025 1:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/20/2025 2:00,Bangkok,98,pm25,98.0,54.0,0.1,11.9,67.8,1015.4,1.1,27.2,1.0
3/20/2025 2:00,Satun,56,pm25,56.0,21.0,0.1,6.4,9.4,1010.7,0.2,27.7,3.0
3/20/2025 2:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 2:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/20/2025 2:00,Chiang Mai,59,pm25,59.0,82.0,,14.6,13.7,981.8,,22.9,2.0
3/20/2025 2:00,Udon Thani,63,pm25,63.0,23.0,,,60.0,1000.1,,20.2,2.0
3/20/2025 2:00,Khon Kaen,153,pm25,153.0,,,,66.7,997.0,0.4,20.5,2.0
3/20/2025 2:00,Nakhon Sawan,121,pm25,121.0,70.0,0.1,14.2,54.7,1013.8,99.1,25.8,1.5
3/20/2025 2:00,Chiang Rai,58,pm25,58.0,21.0,0.1,12.7,82.0,987.9,,17.2,0.2
3/20/2025 2:00,Nakhon Pathom,121,pm25,121.0,25.0,,6.0,11.1,1016.3,,26.6,1.0
3/20/2025 2:00,Rayong,101,pm25,101.0,43.0,0.1,16.6,11.6,1012.0,6.6,24.7,2.0
3/20/2025 2:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/20/2025 3:00,Bangkok,152,pm25,152.0,62.0,0.1,11.1,67.8,1015.4,1.1,27.2,1.0
3/20/2025 3:00,Satun,56,pm25,56.0,21.0,0.1,6.4,9.4,1010.7,0.2,27.7,3.0
3/20/2025 3:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 3:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/20/2025 3:00,Chiang Mai,47,pm25,47.0,82.0,,14.6,67.6,983.7,,22.6,1.5
3/20/2025 3:00,Udon Thani,81,pm25,81.0,30.0,,,60.0,1000.1,,20.2,2.0
3/20/2025 3:00,Khon Kaen,154,pm25,154.0,,,,66.7,997.0,0.4,20.5,2.0
3/20/2025 3:00,Nakhon Sawan,131,pm25,131.0,70.0,0.1,14.2,54.7,1013.8,99.1,25.8,1.5
3/20/2025 3:00,Chiang Rai,55,pm25,55.0,20.0,0.1,12.7,83.0,987.6,,16.6,0.3
3/20/2025 3:00,Nakhon Pathom,118,pm25,118.0,25.0,,6.0,61.8,1015.3,,26.2,3.6
3/20/2025 3:00,Rayong,116,pm25,116.0,50.0,0.1,16.6,72.1,1010.2,6.6,25.7,2.0
3/20/2025 3:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/20/2025 4:00,Bangkok,149,pm25,149.0,60.0,0.1,8.3,11.8,1015.8,1.1,26.8,2.0
3/20/2025 4:00,Satun,56,pm25,56.0,21.0,0.1,6.4,9.4,1010.7,0.2,27.7,3.0
3/20/2025 4:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 4:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/20/2025 4:00,Chiang Mai,36,pm25,36.0,82.0,,14.6,14.2,981.6,,22.2,1.0
3/20/2025 4:00,Udon Thani,99,pm25,99.0,37.0,,,17.5,998.8,,19.1,2.0
3/20/2025 4:00,Khon Kaen,153,pm25,153.0,,,,16.5,997.5,0.4,19.8,0.5
3/20/2025 4:00,Nakhon Sawan,149,pm25,149.0,70.0,0.1,14.2,13.5,1013.5,99.1,23.2,1.5
3/20/2025 4:00,Chiang Rai,56,pm25,56.0,21.0,0.1,12.7,81.0,987.4,,16.6,1.0
3/20/2025 4:00,Nakhon Pathom,125,pm25,125.0,25.0,,6.0,11.8,1015.3,,25.0,0.5
3/20/2025 4:00,Rayong,108,pm25,108.0,47.0,0.1,16.6,12.4,1010.7,6.6,23.7,1.5
3/20/2025 4:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/20/2025 5:00,Bangkok,104,pm25,104.0,60.0,0.1,7.1,15.3,1015.3,1.1,26.3,0.5
3/20/2025 5:00,Satun,56,pm25,56.0,21.0,0.1,6.4,9.4,1010.7,0.2,27.7,3.0
3/20/2025 5:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 5:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/20/2025 5:00,Chiang Mai,38,pm25,38.0,82.0,,14.6,14.3,981.4,,22.0,1.0
3/20/2025 5:00,Udon Thani,126,pm25,126.0,47.0,,,17.8,998.7,,18.7,1.5
3/20/2025 5:00,Khon Kaen,151,pm25,151.0,,,,16.8,997.2,0.4,19.1,0.5
3/20/2025 5:00,Nakhon Sawan,151,pm25,151.0,70.0,0.1,14.2,13.6,1013.2,99.1,22.6,1.5
3/20/2025 5:00,Chiang Rai,59,pm25,59.0,23.0,0.1,12.7,82.0,987.2,,16.6,0.3
3/20/2025 5:00,Nakhon Pathom,132,pm25,132.0,25.0,,6.0,12.0,1015.2,,24.6,1.0
3/20/2025 5:00,Rayong,88,pm25,88.0,36.0,0.1,16.6,13.0,1010.5,6.6,23.6,3.6
3/20/2025 5:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/20/2025 6:00,Bangkok,89,pm25,89.0,63.0,0.1,6.7,58.7,1014.4,1.1,25.7,1.5
3/20/2025 6:00,Satun,56,pm25,56.0,21.0,0.1,6.4,9.4,1010.7,0.2,27.7,3.0
3/20/2025 6:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 6:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/20/2025 6:00,Chiang Mai,34,pm25,34.0,82.0,,14.6,68.7,983.2,,21.8,2.0
3/20/2025 6:00,Udon Thani,129,pm25,129.0,49.0,,,18.8,998.9,,17.7,2.0
3/20/2025 6:00,Khon Kaen,154,pm25,154.0,,,,17.9,998.0,0.4,18.0,1.5
3/20/2025 6:00,Nakhon Sawan,148,pm25,148.0,70.0,0.1,14.2,14.0,1013.5,99.1,22.1,1.5
3/20/2025 6:00,Chiang Rai,57,pm25,57.0,22.0,0.1,12.7,82.0,987.5,,16.6,4.1
3/20/2025 6:00,Nakhon Pathom,136,pm25,136.0,25.0,,6.0,12.9,1015.2,,22.5,2.0
3/20/2025 6:00,Rayong,95,pm25,95.0,40.0,0.1,16.6,13.3,1010.7,6.6,22.6,1.5
3/20/2025 6:00,Yala,54,pm25,54.0,33.0,,,9.0,1007.0,99.9,28.8,3.0
3/20/2025 7:00,Bangkok,135,pm25,135.0,62.0,0.1,7.1,14.7,1015.4,1.1,25.7,0.5
3/20/2025 7:00,Satun,56,pm25,56.0,21.0,0.1,6.4,9.4,1010.7,0.2,27.7,3.0
3/20/2025 7:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 7:00,Surat Thani,8,pm25,8.0,48.0,0.1,4.4,74.3,1014.6,,27.2,2.0
3/20/2025 7:00,Chiang Mai,39,pm25,39.0,82.0,,14.6,14.7,981.5,,21.4,1.0
3/20/2025 7:00,Udon Thani,122,pm25,122.0,45.0,,,18.8,998.9,,17.7,2.0
3/20/2025 7:00,Khon Kaen,152,pm25,152.0,,,,17.9,998.0,0.4,18.0,1.5
3/20/2025 7:00,Nakhon Sawan,153,pm25,153.0,70.0,0.1,14.2,14.0,1013.5,99.1,22.1,1.5
3/20/2025 7:00,Chiang Rai,63,pm25,63.0,26.0,0.1,12.7,82.0,988.0,,16.6,3.6
3/20/2025 7:00,Nakhon Pathom,141,pm25,141.0,25.0,,6.0,12.9,1015.2,,22.5,2.0
3/20/2025 7:00,Rayong,105,pm25,105.0,45.0,0.1,16.6,13.3,1010.7,6.6,22.6,1.5
3/20/2025 7:00,Yala,65,pm25,65.0,,,,9.5,1008.0,99.9,23.5,1.0
3/20/2025 8:00,Bangkok,136,pm25,136.0,65.0,0.1,8.3,72.9,1016.8,1.1,25.0,2.5
3/20/2025 8:00,Satun,56,pm25,56.0,21.0,0.1,6.4,83.1,1012.7,0.2,26.1,1.0
3/20/2025 8:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 8:00,Surat Thani,56,pm25,56.0,48.0,0.1,4.4,74.3,1016.4,,25.8,2.0
3/20/2025 8:00,Chiang Mai,45,pm25,45.0,82.0,,14.6,70.0,984.4,,21.4,1.5
3/20/2025 8:00,Udon Thani,117,pm25,117.0,43.0,,,18.8,998.9,,17.7,2.0
3/20/2025 8:00,Khon Kaen,142,pm25,142.0,,,,17.9,998.0,,18.0,1.5
3/20/2025 8:00,Nakhon Sawan,148,pm25,148.0,70.0,0.1,14.2,67.6,1014.7,99.1,22.6,1.5
3/20/2025 8:00,Chiang Rai,55,pm25,55.0,23.0,0.1,12.7,85.0,988.4,,16.6,0.1
3/20/2025 8:00,Nakhon Pathom,139,pm25,139.0,25.0,,6.0,12.9,1015.2,,22.5,2.0
3/20/2025 8:00,Rayong,106,pm25,106.0,46.0,0.1,16.6,66.0,1010.5,6.6,23.0,1.0
3/20/2025 8:00,Yala,59,pm25,59.0,,,,93.6,1010.3,99.9,23.4,1.0
3/20/2025 9:00,Bangkok,132,pm25,132.0,64.0,0.1,9.9,72.9,1016.8,1.1,25.0,2.5
3/20/2025 9:00,Satun,53,pm25,53.0,21.0,0.1,6.4,8.5,1010.9,0.2,29.2,1.0
3/20/2025 9:00,Krabi,42,pm25,42.0,,,,70.0,1008.0,,31.0,3.0
3/20/2025 9:00,Surat Thani,52,pm25,52.0,48.0,0.1,4.4,74.3,1017.1,,26.4,2.0
3/20/2025 9:00,Chiang Mai,52,pm25,52.0,82.0,,14.6,70.0,984.4,,21.4,1.5
3/20/2025 9:00,Udon Thani,100,pm25,100.0,35.0,,,65.6,1000.6,,17.4,1.0
3/20/2025 9:00,Khon Kaen,144,pm25,144.0,,,,66.2,998.7,,18.0,2.0
3/20/2025 9:00,Nakhon Sawan,133,pm25,133.0,70.0,0.1,14.2,67.6,1014.7,99.1,22.6,1.5
